timestamp,level,flow_run_id,task_run_id,message
2026-05-30 07:09:20.867917+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Downloading flow code from storage at '.'
2026-05-30 07:09:21.182253+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Beginning flow run 'noble-rook' for flow 'aam-backup'
2026-05-30 07:09:21.194765+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,"AAM Backup starting — mode=cloud, firm=AAM"
2026-05-30 07:09:21.245854+00:00,30,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Concurrency limits ['aam-backup'] do not exist - skipping acquisition.
2026-05-30 07:09:21.247172+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Starting cloud backup pipeline
2026-05-30 07:09:21.284853+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Running health checks (mode=cloud)
2026-05-30 07:09:21.586449+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Pre-backup health check passed (mode=cloud)
2026-05-30 07:09:21.590107+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,019e77b7-4a00-7b7a-a643-846d404cb7db,Finished in state Completed()
2026-05-30 07:09:21.597963+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud preflight: checking E:\test_backup ↔ aam-backup-demo-innovizta/FY26-27
2026-05-30 07:09:21.601572+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud dry-run: checking E:\test_backup ↔ aam-backup-demo-innovizta/FY26-27
2026-05-30 07:09:22.226486+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,"Cloud dry-run OK (matched=True, exit 0)"
2026-05-30 07:09:22.231144+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,019e77b7-4b38-7c7b-b505-527db1494ca0,Finished in state Completed()
2026-05-30 07:09:22.237365+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud sync: E:\test_backup → aam-backup-demo-innovizta/FY26-27
2026-05-30 07:09:22.252123+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud sync: E:\test_backup → aam-backup-demo-innovizta/FY26-27
2026-05-30 07:09:22.865843+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud sync exit 0 → CLOUD_COMPLETE
2026-05-30 07:09:22.870265+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,019e77b7-4db9-77f4-87f7-e731fbcd01fe,Finished in state Completed()
2026-05-30 07:09:22.878265+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Verifying cloud integrity
2026-05-30 07:09:22.879841+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud verify: checking E:\test_backup ↔ aam-backup-demo-innovizta/FY26-27
2026-05-30 07:09:23.453501+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud integrity verified — source matches GCS
2026-05-30 07:09:23.455186+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Gathering cloud report data
2026-05-30 07:09:24.136904+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,"Cloud size: 8 files, 137 bytes"
2026-05-30 07:09:24.774529+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud manifest: 8 files
2026-05-30 07:09:25.421284+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud diff: +0 -0 *0 =8
2026-05-30 07:09:25.427025+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,"Cloud verify complete: 8 files, 137 bytes, verified=True"
2026-05-30 07:09:25.439480+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,019e77b7-5038-701c-9d76-fe18fe13a1ac,Finished in state Completed()
2026-05-30 07:09:25.493158+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Recorded 8 cloud entries to database
2026-05-30 07:09:25.538858+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,019e77b7-5a44-72b1-9f68-0b088df12b43,Finished in state Completed()
2026-05-30 07:09:25.540278+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Cloud pipeline completed successfully
2026-05-30 07:09:25.696787+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,AAM Backup completed successfully
2026-05-30 07:09:26.356720+00:00,20,9113b334-cb7a-463e-9aa1-db07d76ed1b2,,Finished in state Completed()
